source,lang,edit_history_tweet_ids,created_at,text,id,author_id,public_metrics,cleaned_text,Tweet_tokenized
Twitter for iPhone,es,['1578844193220628480'],2022-10-08T20:26:03.000Z,"RT @AlexSamCamp: Jamás llegó Walmart
Jamás llegó IKEA
Jamás llegó Carrefour
Jamás llegó Almacenes París

Ni hablemos del turismo que iba a…",1578844193220628480,855512136,"{'retweet_count': 28, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",AlexSamCamp Jams lleg WalmartJams lleg IKEAJams lleg CarrefourJams lleg Almacenes ParsNi hablemos turismo,"['alexsamcamp', 'jams', 'lleg', 'walmartjams', 'lleg', 'ikeajams', 'lleg', 'carrefourjams', 'lleg', 'almacenes', 'parsni', 'hablemos', 'turismo']"
Twitter for iPhone,en,['1578844191635144705'],2022-10-08T20:26:03.000Z,RT @TalbertSwan: The Black delegation will trade Kanye West and Herschel Walker for a Walmart gift card.,1578844191635144705,924784130444922881,"{'retweet_count': 3597, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TalbertSwan Black delegation will trade Kanye West Herschel Walker Walmart gift card,"['talbertswan', 'black', 'delegation', 'will', 'trade', 'kanye', 'west', 'herschel', 'walker', 'walmart', 'gift', 'card']"
Twitter for iPhone,en,['1578844181258473472'],2022-10-08T20:26:00.000Z,RT @I_Am_Lilithfair: @IntentionalTru1 @IsaacHayes3 @PattyArquette @kanyewest @Walmart So many reasons I never shop at Walmart.  This now to…,1578844181258473472,766625877253824513,"{'retweet_count': 25, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IAmLilithfair IntentionalTru1 IsaacHayes3 PattyArquette kanyewest Walmart many reasons never shop Walmart This,"['iamlilithfair', 'intentionaltru1', 'isaachayes3', 'pattyarquette', 'kanyewest', 'walmart', 'many', 'reasons', 'never', 'shop', 'walmart', 'this']"
Twitter for iPhone,en,['1578844162279235584'],2022-10-08T20:25:56.000Z,RT @IntentionalTru1: @IsaacHayes3 @PattyArquette @kanyewest Are you proud @Walmart ?! You have Black Lives Matter policy yet Harrison AR ma…,1578844162279235584,766625877253824513,"{'retweet_count': 201, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IntentionalTru1 IsaacHayes3 PattyArquette kanyewest proud Walmart have Black Lives Matter policy Harrison,"['intentionaltru1', 'isaachayes3', 'pattyarquette', 'kanyewest', 'proud', 'walmart', 'have', 'black', 'lives', 'matter', 'policy', 'harrison']"
Twitter Web App,en,['1578844161888776192'],2022-10-08T20:25:56.000Z,"RT @Docta_Moe: If anyone is interested in a steelbook for NFS: Unbound, Walmart in US is carrying it with some weird peripherals &amp; the game…",1578844161888776192,13374242,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",DoctaMoe anyone interested steelbook Unbound Walmart carrying with some weird peripherals game,"['doctamoe', 'anyone', 'interested', 'steelbook', 'unbound', 'walmart', 'carrying', 'with', 'some', 'weird', 'peripherals', 'game']"
Twitter Web App,en,['1578844160228208640'],2022-10-08T20:25:55.000Z,@karinagould The only thing you are worried about is losing your gravy train once Pierre wins.  You will be looking for a new job.  I hear Walmart is hiring.  Don't worry about not being qualified  they aren't too picky,1578844160228208640,1384080594984792068,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",karinagould only thing worried about losing your gravy train once Pierre wins will looking hear Walmart hiring Dont worry about being qualified they arent picky,"['karinagould', 'only', 'thing', 'worried', 'about', 'losing', 'your', 'gravy', 'train', 'once', 'pierre', 'wins', 'will', 'looking', 'hear', 'walmart', 'hiring', 'dont', 'worry', 'about', 'being', 'qualified', 'they', 'arent', 'picky']"
Twitter for Android,en,['1578844154628435968'],2022-10-08T20:25:54.000Z,RT @TalbertSwan: The Black delegation will trade Kanye West and Herschel Walker for a Walmart gift card.,1578844154628435968,247889672,"{'retweet_count': 3597, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TalbertSwan Black delegation will trade Kanye West Herschel Walker Walmart gift card,"['talbertswan', 'black', 'delegation', 'will', 'trade', 'kanye', 'west', 'herschel', 'walker', 'walmart', 'gift', 'card']"
Twitter for iPhone,en,['1578844143572643841'],2022-10-08T20:25:51.000Z,RT @TalbertSwan: The Black delegation will trade Kanye West and Herschel Walker for a Walmart gift card.,1578844143572643841,1139928426683469824,"{'retweet_count': 3597, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TalbertSwan Black delegation will trade Kanye West Herschel Walker Walmart gift card,"['talbertswan', 'black', 'delegation', 'will', 'trade', 'kanye', 'west', 'herschel', 'walker', 'walmart', 'gift', 'card']"
Twitter for iPhone,en,['1578844132776480768'],2022-10-08T20:25:49.000Z,Not okay. I full stopped Walmart ( ARKANSAS IS WALMART HQ) 20 years ago! https://t.co/TV3IGENMh1,1578844132776480768,422804369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",okay full stopped Walmart ARKANSAS WALMART years httpstcoTV3IGENMh1,"['okay', 'full', 'stopped', 'walmart', 'arkansas', 'walmart', 'years', 'httpstcotv3igenmh1']"
Twitter for iPhone,en,['1578844128716423168'],2022-10-08T20:25:48.000Z,RT @TalbertSwan: The Black delegation will trade Kanye West and Herschel Walker for a Walmart gift card.,1578844128716423168,2557562731,"{'retweet_count': 3597, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TalbertSwan Black delegation will trade Kanye West Herschel Walker Walmart gift card,"['talbertswan', 'black', 'delegation', 'will', 'trade', 'kanye', 'west', 'herschel', 'walker', 'walmart', 'gift', 'card']"
Twitter for iPhone,en,['1578844124618235904'],2022-10-08T20:25:47.000Z,@spongebobswizz1 They don't love me like that fr they just want me for my Walmart+ 😪,1578844124618235904,1574177243781218304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",spongebobswizz1 They dont love like that they just want Walmart,"['spongebobswizz1', 'they', 'dont', 'love', 'like', 'that', 'they', 'just', 'want', 'walmart']"
Twitter for iPhone,en,['1578844121313443840'],2022-10-08T20:25:46.000Z,Walmart got lean y’all,1578844121313443840,882387329389932546,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Walmart lean yall,"['walmart', 'lean', 'yall']"
Twitter for Android,en,['1578844107317071872'],2022-10-08T20:25:43.000Z,RT @TalbertSwan: The Black delegation will trade Kanye West and Herschel Walker for a Walmart gift card.,1578844107317071872,255527248,"{'retweet_count': 3597, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TalbertSwan Black delegation will trade Kanye West Herschel Walker Walmart gift card,"['talbertswan', 'black', 'delegation', 'will', 'trade', 'kanye', 'west', 'herschel', 'walker', 'walmart', 'gift', 'card']"
Twitter for iPhone,en,['1578844106146840576'],2022-10-08T20:25:43.000Z,"RT @EarlLandix: Sista goes to Walmart @ 6am and notices she's being targeted to be kidnapped/sex trafficked. 

She pulls out her CCW and sa…",1578844106146840576,247070530,"{'retweet_count': 310, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",EarlLandix Sista goes Walmart notices shes being targeted kidnappedsex trafficked pulls,"['earllandix', 'sista', 'goes', 'walmart', 'notices', 'shes', 'being', 'targeted', 'kidnappedsex', 'trafficked', 'pulls']"
Twitter for iPhone,en,['1578844103273779200'],2022-10-08T20:25:42.000Z,"RT @irishrygirl: Dear Georgia, republicans are telling you proudly and publicly just how little they care about you. They don’t care that t…",1578844103273779200,1238056163406741505,"{'retweet_count': 87, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",irishrygirl Dear Georgia republicans telling proudly publicly just little they care about They dont care that,"['irishrygirl', 'dear', 'georgia', 'republicans', 'telling', 'proudly', 'publicly', 'just', 'little', 'they', 'care', 'about', 'they', 'dont', 'care', 'that']"
Twitter for iPhone,en,['1578844096357355521'],2022-10-08T20:25:40.000Z,"RT @shopbeyonce: RENAISSANCE Deluxe Vinyl available in stores NOW.

@Target @Amazon @Walmart @BNBuzz and at your local indie retailer. http…",1578844096357355521,1041050395,"{'retweet_count': 633, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",shopbeyonce RENAISSANCE Deluxe Vinyl available stores NOWTarget Amazon Walmart BNBuzz your local indie retailer http,"['shopbeyonce', 'renaissance', 'deluxe', 'vinyl', 'available', 'stores', 'nowtarget', 'amazon', 'walmart', 'bnbuzz', 'your', 'local', 'indie', 'retailer', 'http']"
Twitter for iPhone,en,['1578844051175940097'],2022-10-08T20:25:29.000Z,"At Walmart customer service and they was fixing machine where u get $$ for phone, old guy was waiting to use  machine so I asked him what type of phone he had  he said Samsung galaxy a13 …so I said how much u want for it  he said $20 …so now my daughter got a phone lol 🤝",1578844051175940097,1478766282782740489,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Walmart customer service they fixing machine where phone waiting machine asked what type phone said Samsung galaxy said much want said daughter phone,"['walmart', 'customer', 'service', 'they', 'fixing', 'machine', 'where', 'phone', 'waiting', 'machine', 'asked', 'what', 'type', 'phone', 'said', 'samsung', 'galaxy', 'said', 'much', 'want', 'said', 'daughter', 'phone']"
Twitter for iPhone,en,['1578844041114177536'],2022-10-08T20:25:27.000Z,@NextGenPlayer I’ve seen them at Walmart for weeks now lol,1578844041114177536,1525255841150017543,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",NextGenPlayer seen them Walmart weeks,"['nextgenplayer', 'seen', 'them', 'walmart', 'weeks']"
Twitter for iPhone,en,['1578844012194062336'],2022-10-08T20:25:20.000Z,I got two Christmas gifts today lmao shoutout to Walmart clearance 😂😂,1578844012194062336,153597527,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Christmas gifts today lmao shoutout Walmart clearance,"['christmas', 'gifts', 'today', 'lmao', 'shoutout', 'walmart', 'clearance']"
Twitter Web App,en,['1578843998902693888'],2022-10-08T20:25:17.000Z,RT @IntentionalTru1: @IsaacHayes3 @PattyArquette @kanyewest Are you proud @Walmart ?! You have Black Lives Matter policy yet Harrison AR ma…,1578843998902693888,714539096920592384,"{'retweet_count': 201, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IntentionalTru1 IsaacHayes3 PattyArquette kanyewest proud Walmart have Black Lives Matter policy Harrison,"['intentionaltru1', 'isaachayes3', 'pattyarquette', 'kanyewest', 'proud', 'walmart', 'have', 'black', 'lives', 'matter', 'policy', 'harrison']"
Twitter for Android,en,['1578843996272545793'],2022-10-08T20:25:16.000Z,At the mall of america rn. Walmart better 💯,1578843996272545793,1207309646454804484,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",mall america Walmart better,"['mall', 'america', 'walmart', 'better']"
Twitter for iPhone,en,['1578843992539959297'],2022-10-08T20:25:15.000Z,"Every time a new legacy sequel comes out and it’s actually one worth existing and is great i thank god that it’s not a 60 second long Super Bowl commercial

Imagine if Top Gun maverick was like 45 seconds of Tom cruise flying to Walmart and back cuz they ran out of Cheetos",1578843992539959297,1440641242094731268,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Every time legacy sequel comes actually worth existing great thank that second long Super Bowl commercialImagine maverick like seconds cruise flying Walmart back they Cheetos,"['every', 'time', 'legacy', 'sequel', 'comes', 'actually', 'worth', 'existing', 'great', 'thank', 'that', 'second', 'long', 'super', 'bowl', 'commercialimagine', 'maverick', 'like', 'seconds', 'cruise', 'flying', 'walmart', 'back', 'they', 'cheetos']"
Twitter for Android,en,['1578843985984229376'],2022-10-08T20:25:14.000Z,"RT @irishrygirl: Dear Georgia, republicans are telling you proudly and publicly just how little they care about you. They don’t care that t…",1578843985984229376,1112380049280385025,"{'retweet_count': 87, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",irishrygirl Dear Georgia republicans telling proudly publicly just little they care about They dont care that,"['irishrygirl', 'dear', 'georgia', 'republicans', 'telling', 'proudly', 'publicly', 'just', 'little', 'they', 'care', 'about', 'they', 'dont', 'care', 'that']"
Hootsuite Inc.,en,['1578843972952547328'],2022-10-08T20:25:11.000Z,"Explore the Solar System with Buster in print, e and audio

#Walmart https://t.co/1z12BkFEPr
#BN https://t.co/wkSL8gxMGK
#Play https://t.co/Iq7DSWA5ri
#iTunes https://t.co/NbrhslhVDA
#Amazon https://t.co/lgBnIMr3me

#goodreads #picturebooks #kidslit #booklist #libraries #book https://t.co/F9Z9ZqCvmT",1578843972952547328,27702508,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Explore Solar System with Buster print audioWalmart httpstco1z12BkFEPrBN httpstcowkSL8gxMGKPlay httpstcoIq7DSWA5riiTunes httpstcoNbrhslhVDAAmazon httpstcolgBnIMr3megoodreads picturebooks kidslit booklist libraries book httpstcoF9Z9ZqCvmT,"['explore', 'solar', 'system', 'with', 'buster', 'print', 'audiowalmart', 'httpstco1z12bkfeprbn', 'httpstcowksl8gxmgkplay', 'httpstcoiq7dswa5riitunes', 'httpstconbrhslhvdaamazon', 'httpstcolgbnimr3megoodreads', 'picturebooks', 'kidslit', 'booklist', 'libraries', 'book', 'httpstcof9z9zqcvmt']"
Twitter Web App,en,['1578843953662922752'],2022-10-08T20:25:06.000Z,@ClownWorld_ I am just glad the Walmart employees fought back for once,1578843953662922752,1372688081816412162,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",ClownWorld just glad Walmart employees fought back once,"['clownworld', 'just', 'glad', 'walmart', 'employees', 'fought', 'back', 'once']"
Twitter for iPhone,en,['1578843950420754432'],2022-10-08T20:25:05.000Z,RT @AnimalJayson: The girl Yosuke likes wants to kill herself and her life is being ruined because Yosuke’s family runs a walmart that’s ch…,1578843950420754432,1317223405234499584,"{'retweet_count': 38, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",AnimalJayson girl Yosuke likes wants kill herself life being ruined because Yosukes family runs walmart thats,"['animaljayson', 'girl', 'yosuke', 'likes', 'wants', 'kill', 'herself', 'life', 'being', 'ruined', 'because', 'yosukes', 'family', 'runs', 'walmart', 'thats']"
Twitter for Android,es,['1578843935174447104'],2022-10-08T20:25:02.000Z,"RT @Caesar_bassus: El compa cuando por fin pueda comprar jamón en walmart.
#lordjamon",1578843935174447104,1436051886201786374,"{'retweet_count': 13, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Caesarbassus compa cuando pueda comprar jamn walmartlordjamon,"['caesarbassus', 'compa', 'cuando', 'pueda', 'comprar', 'jamn', 'walmartlordjamon']"
Zoho Social,en,['1578843930745274369'],2022-10-08T20:25:01.000Z,"57% Off!

Coleman Self-Inflating Sleeping Camp Pad with

https://t.co/nBJw3vCZv2

#BwcDeals #clearthelist #clearthelists https://t.co/nhB6qWXiJQ",1578843930745274369,1178811384387293187,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",OffColeman SelfInflating Sleeping Camp withhttpstconBJw3vCZv2BwcDeals clearthelist clearthelists httpstconhB6qWXiJQ,"['offcoleman', 'selfinflating', 'sleeping', 'camp', 'withhttpstconbjw3vczv2bwcdeals', 'clearthelist', 'clearthelists', 'httpstconhb6qwxijq']"
Twitter for iPhone,en,['1578843918829248512'],2022-10-08T20:24:58.000Z,RT @TalbertSwan: The Black delegation will trade Kanye West and Herschel Walker for a Walmart gift card.,1578843918829248512,717140360,"{'retweet_count': 3597, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TalbertSwan Black delegation will trade Kanye West Herschel Walker Walmart gift card,"['talbertswan', 'black', 'delegation', 'will', 'trade', 'kanye', 'west', 'herschel', 'walker', 'walmart', 'gift', 'card']"
Twitter Web App,en,['1578843915339194370'],2022-10-08T20:24:57.000Z,🤣🤣🤣🤣 BUT who would give a walmart gift card for those two???? https://t.co/awkA4gdmko,1578843915339194370,1494421092470910976,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",would give walmart gift card those httpstcoawkA4gdmko,"['would', 'give', 'walmart', 'gift', 'card', 'those', 'httpstcoawka4gdmko']"
Twitter for iPhone,en,['1578843908410265600'],2022-10-08T20:24:55.000Z,"walmart pretty please add a ""3 items or less"" checkout lane so i'm not stuck behind 7 ppl with giant full carts before i buy my One Salad",1578843908410265600,1568599471147126784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",walmart pretty please items less checkout lane stuck behind with giant full carts before Salad,"['walmart', 'pretty', 'please', 'items', 'less', 'checkout', 'lane', 'stuck', 'behind', 'with', 'giant', 'full', 'carts', 'before', 'salad']"
Twitter for iPhone,en,['1578843907202641922'],2022-10-08T20:24:55.000Z,RT @Tink_024: @IsaacHayes3 @TraceyCasella @kanyewest Low level of education. Most likely don’t go far from their home or Walmart. Poverty i…,1578843907202641922,766625877253824513,"{'retweet_count': 29, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tink024 IsaacHayes3 TraceyCasella kanyewest level education Most likely dont from their home Walmart Poverty,"['tink024', 'isaachayes3', 'traceycasella', 'kanyewest', 'level', 'education', 'most', 'likely', 'dont', 'from', 'their', 'home', 'walmart', 'poverty']"
Twitter for Android,en,['1578843906149879808'],2022-10-08T20:24:55.000Z,"🏢 Places 🏢
#Aldi's
#Ross
#Walmart
#DollarTree
#FoodLion
#Rose's",1578843906149879808,1398882997840007170,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Places AldisRossWalmartDollarTreeFoodLionRoses,"['places', 'aldisrosswalmartdollartreefoodlionroses']"
Twitter for iPhone,en,['1578843895332364289'],2022-10-08T20:24:52.000Z,Hid a Squishmallow a few days ago at Walmart but shall not tell until I go back for her 🤫,1578843895332364289,1460497914141319172,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Squishmallow days Walmart shall tell until back,"['squishmallow', 'days', 'walmart', 'shall', 'tell', 'until', 'back']"
Twitter for iPhone,en,['1578843890693459968'],2022-10-08T20:24:51.000Z,RT @TalbertSwan: The Black delegation will trade Kanye West and Herschel Walker for a Walmart gift card.,1578843890693459968,4831835650,"{'retweet_count': 3597, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TalbertSwan Black delegation will trade Kanye West Herschel Walker Walmart gift card,"['talbertswan', 'black', 'delegation', 'will', 'trade', 'kanye', 'west', 'herschel', 'walker', 'walmart', 'gift', 'card']"
Twitter for iPhone,en,['1578843879344066561'],2022-10-08T20:24:48.000Z,Since every white store @Target @Walmart @amazon @AppleMusic @pandoramusic @Spotify chose to just assume this a random nigga who don’t matter There won’t be another black dollar spent   Only black dollars to @iconcharts Genie   Backed the nation… you can sell from there https://t.co/Ynztuqnsy7,1578843879344066561,1569052618772594691,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Since every white store Target Walmart amazon AppleMusic pandoramusic Spotify chose just assume this random nigga dont matter There wont another black dollar spent Only black dollars iconcharts Genie Backed nation sell from there httpstcoYnztuqnsy7,"['since', 'every', 'white', 'store', 'target', 'walmart', 'amazon', 'applemusic', 'pandoramusic', 'spotify', 'chose', 'just', 'assume', 'this', 'random', 'nigga', 'dont', 'matter', 'there', 'wont', 'another', 'black', 'dollar', 'spent', 'only', 'black', 'dollars', 'iconcharts', 'genie', 'backed', 'nation', 'sell', 'from', 'there', 'httpstcoynztuqnsy7']"
Twitter for iPhone,en,['1578843878287114240'],2022-10-08T20:24:48.000Z,"RT @shopbeyonce: RENAISSANCE Deluxe Vinyl available in stores NOW.

@Target @Amazon @Walmart @BNBuzz and at your local indie retailer. http…",1578843878287114240,1193982607920381952,"{'retweet_count': 633, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",shopbeyonce RENAISSANCE Deluxe Vinyl available stores NOWTarget Amazon Walmart BNBuzz your local indie retailer http,"['shopbeyonce', 'renaissance', 'deluxe', 'vinyl', 'available', 'stores', 'nowtarget', 'amazon', 'walmart', 'bnbuzz', 'your', 'local', 'indie', 'retailer', 'http']"
Twitter Web App,en,['1578843875862798337'],2022-10-08T20:24:48.000Z,"RT @DIDDYRUNTHACITY: I guess we already started @walmart 😂
https://t.co/aOAuRUmecT
kick off fall with Rollbacks and More, our October savin…",1578843875862798337,56423777,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",DIDDYRUNTHACITY guess already started walmart httpstcoaOAuRUmecTkick fall with Rollbacks More October savin,"['diddyrunthacity', 'guess', 'already', 'started', 'walmart', 'httpstcoaoaurumectkick', 'fall', 'with', 'rollbacks', 'more', 'october', 'savin']"
Twitter for iPhone,en,['1578843846829826048'],2022-10-08T20:24:41.000Z,RT @TalbertSwan: The Black delegation will trade Kanye West and Herschel Walker for a Walmart gift card.,1578843846829826048,826579507960221697,"{'retweet_count': 3597, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TalbertSwan Black delegation will trade Kanye West Herschel Walker Walmart gift card,"['talbertswan', 'black', 'delegation', 'will', 'trade', 'kanye', 'west', 'herschel', 'walker', 'walmart', 'gift', 'card']"
Twitter for Android,es,['1578843820095332352'],2022-10-08T20:24:34.000Z,RT @RafaEscobedoG: @alfagonzalezm @alfagonzalezm ¿Cuánto te pagan para que los puestos en Acoxpa afuera de Walmart tengan una manta o un le…,1578843820095332352,1478004915830239235,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RafaEscobedoG alfagonzalezm alfagonzalezm Cunto pagan para puestos Acoxpa afuera Walmart tengan manta,"['rafaescobedog', 'alfagonzalezm', 'alfagonzalezm', 'cunto', 'pagan', 'para', 'puestos', 'acoxpa', 'afuera', 'walmart', 'tengan', 'manta']"
Twitter for iPhone,en,['1578843809001377794'],2022-10-08T20:24:32.000Z,RT @TalbertSwan: The Black delegation will trade Kanye West and Herschel Walker for a Walmart gift card.,1578843809001377794,32962994,"{'retweet_count': 3597, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",TalbertSwan Black delegation will trade Kanye West Herschel Walker Walmart gift card,"['talbertswan', 'black', 'delegation', 'will', 'trade', 'kanye', 'west', 'herschel', 'walker', 'walmart', 'gift', 'card']"
Twitter for Android,en,['1578843798817239040'],2022-10-08T20:24:29.000Z,RT @srawaityai: Made a white woman cry bc I called her a cunt in Walmart https://t.co/ZYlul0o0ey,1578843798817239040,1599929359,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",srawaityai Made white woman called cunt Walmart httpstcoZYlul0o0ey,"['srawaityai', 'made', 'white', 'woman', 'called', 'cunt', 'walmart', 'httpstcozylul0o0ey']"
Twitter Web App,en,['1578843798477471744'],2022-10-08T20:24:29.000Z,"RT @DIDDYRUNTHACITY: Y'all shop my collection available @Walmart 
https://t.co/aOAuRUDheT
#MentalHealthAwareness #BlackOwned #MentalHealthM…",1578843798477471744,56423777,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",DIDDYRUNTHACITY Yall shop collection available Walmart httpstcoaOAuRUDheTMentalHealthAwareness BlackOwned MentalHealthM,"['diddyrunthacity', 'yall', 'shop', 'collection', 'available', 'walmart', 'httpstcoaoaurudhetmentalhealthawareness', 'blackowned', 'mentalhealthm']"
Twitter Web App,en,['1578843787555930113'],2022-10-08T20:24:27.000Z,"#KPWorldTourSingapore #BTSOnTMA2022 
#지구에서년지성아환영해 #GPExplorer #Worlds2022Cup 
#SAM'S CLUB DEALS
SAM'S #club #SALESAND PROMOTIONS
Sam's ClubSams Club is Walmart's wholesale membership club selling a large variety of steeply discounted merchandice
https://t.co/GzZv0oApnw",1578843787555930113,713185218212012032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",KPWorldTourSingapore BTSOnTMA2022 GPExplorer Worlds2022Cup SAMS CLUB DEALSSAMS club SALESAND PROMOTIONSSams ClubSams Club Walmarts wholesale membership club selling large variety steeply discounted merchandicehttpstcoGzZv0oApnw,"['kpworldtoursingapore', 'btsontma2022', 'gpexplorer', 'worlds2022cup', 'sams', 'club', 'dealssams', 'club', 'salesand', 'promotionssams', 'clubsams', 'club', 'walmarts', 'wholesale', 'membership', 'club', 'selling', 'large', 'variety', 'steeply', 'discounted', 'merchandicehttpstcogzzv0oapnw']"
Twitter for iPhone,en,['1578843787199381504'],2022-10-08T20:24:27.000Z,"RT @coolmathgame_: walmart employee: stop that

me eating another cigarette: have u found my mom yet",1578843787199381504,1007839019571597312,"{'retweet_count': 65, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",coolmathgame walmart employee stop thatme eating another cigarette have found,"['coolmathgame', 'walmart', 'employee', 'stop', 'thatme', 'eating', 'another', 'cigarette', 'have', 'found']"
Twitter for iPhone,en,['1578843769801412609'],2022-10-08T20:24:22.000Z,@lalalovesit01 Don’t get me started on Walmart and their stock on the g3 ghouls… I’ve been to numerous Walmarts who have em in stock at the back but “can’t get em because there location or specific bin”…,1578843769801412609,1378601216410755072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",lalalovesit01 Dont started Walmart their stock ghouls been numerous Walmarts have stock back cant because there location specific,"['lalalovesit01', 'dont', 'started', 'walmart', 'their', 'stock', 'ghouls', 'been', 'numerous', 'walmarts', 'have', 'stock', 'back', 'cant', 'because', 'there', 'location', 'specific']"
Twitter for iPhone,en,['1578843749186424832'],2022-10-08T20:24:17.000Z,"going 2 walmart 2 find G3 draculaura, wish me luck!! 🤞 https://t.co/agSMgUP0Gz",1578843749186424832,1148673705138098177,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",going walmart find draculaura wish luck httpstcoagSMgUP0Gz,"['going', 'walmart', 'find', 'draculaura', 'wish', 'luck', 'httpstcoagsmgup0gz']"
Twitter for Android,en,['1578843718341525505'],2022-10-08T20:24:10.000Z,RT @glynbeddau: American do not eat Lamb British or otherwise. Google any Supermarket there including Walmart and check out what they offer…,1578843718341525505,210572044,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",glynbeddau American Lamb British otherwise Google Supermarket there including Walmart check what they offer,"['glynbeddau', 'american', 'lamb', 'british', 'otherwise', 'google', 'supermarket', 'there', 'including', 'walmart', 'check', 'what', 'they', 'offer']"
Twitter for iPhone,en,['1578843716898328577'],2022-10-08T20:24:10.000Z,"Tell me why Walmart in here playing a Walmart remix to Cupid shuffle…

Tallbout “let me see you do the Walmart shuffle!” https://t.co/MjgUWce4Cz",1578843716898328577,18887159,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tell Walmart here playing Walmart remix Cupid shuffleTallbout Walmart shuffle httpstcoMjgUWce4Cz,"['tell', 'walmart', 'here', 'playing', 'walmart', 'remix', 'cupid', 'shuffletallbout', 'walmart', 'shuffle', 'httpstcomjguwce4cz']"
